Brand,Product Name,Price (EGP),Discount,URL
Haier,Haier H50K80EU - 50 Inch 4K HDR Smart TV with Chromecast and Voice Control,17797.0,25%,https://www.jumia.com.eg/customer/account/login/?tkWl=HA144EA2PNX91NAFAMZ-215437748&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
Tornado,Tornado 4K Frameless TV 50 Inch Android Built-In Receiver 50UA5300E,19499.0,15%,https://www.jumia.com.eg/customer/account/login/?tkWl=TO871EA29BSNFNAFAMZ-215897744&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
LG,"LG 55 Inch 4K QNED Smart TV with A7 AI Processor Gen8, Dynamic QNED Colour, webOS 25 – 55QNED70A6A",25190.0,16%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA2MEC85NAFAMZ-215349881&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
ATA,ATA 65 Inch 4K Ultra HD Smart TV - ATA65UOS,20792.0,17%,https://www.jumia.com.eg/customer/account/login/?tkWl=AT933EA38QV41NAFAMZ-215290194&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
LG,LG 50 Inch 4K UHD Smart LED TV With Built In Receiver - 50UT80006LB,22100.0,0%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA1OPQT3NAFAMZ-211200229&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
Haier,Haier 65-inch Smart TV with Google TV OS and Dolby Audio H65K80EU,22999.0,23%,https://www.jumia.com.eg/customer/account/login/?tkWl=HA144EA37KZH1NAFAMZ-215378562&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
Samsung,Samsung 40 Inch Full HD Smart LED TV - UA40T5300AUXEG,16999.0,3%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA1XJMHBNAFAMZ-211205620&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
Samsung,Samsung 43-Inch Smart TV with Built-In Receiver – Ultra HD 4K 43DU7000,18999.0,3%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA21VEI7NAFAMZ-211189228&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
Samsung,"Samsung 55 Inch Crystal UHD 4K Smart TV, DU7000 - Black...",20500.0,9%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA345IKNNAFAMZ-215962651&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
Samsung,Samsung 50 Inch TV Crystal Processor 4K LED - Titan Gray - UA50U8000FUXEG 2025 Model,18795.0,22%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA1P56E7NAFAMZ-215729486&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
LG,LG 50 inch UHD AI UA85 4K Smart TV AI Magic remote HDR10 Pro webOS25-50UA85006LA.AFU (2025 Model),20395.0,19%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA1UM1QNNAFAMZ-215943608&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
Samsung,Samsung 55 Inch 4K QLED Smart TV with Built-in Receiver -55Q60D.,26699.0,3%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA31ED6BNAFAMZ-211530953&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
Ultra,Ultra TV 55 Inch LED 4K UHD - Smart Built In Receiver - UT55SREL3,15199.0,5%,
LG,"LG UHD AI UA85 4K Television 65 Inch Smart TV, AI WebOS, AI Magic Remote, ThinQ, Google TV, Game Mode, HDR10 Pro, Slim Design 65UA85006LA",26999.0,33%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA23I0C3NAFAMZ-216061087&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
LG,"LG UHD AI UA85 4K Television 75 Inch Smart TV, AI WebOS, AI Magic Remote, ThinQ, Google TV, Game Mode, HDR10 Pro, Slim Design 75UA85006LA",39449.0,14%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA2YGJSJNAFAMZ-216061115&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
Haier,Haier 65-inch Smart TV with Google TV OS and Dolby Audio H65K80EU,25073.0,16%,https://www.jumia.com.eg/customer/account/login/?tkWl=HA144EA23UL1BNAFAMZ-215729235&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
LG,"LG 65 Inch 4K UHD Smart TV with A7 AI Processor Gen8, HDR10 Pro, webOS 25 - 65UA84006LB",28815.0,10%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA2706JJNAFAMZ-215729489&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
LG,LG 43LM6370PVA 43 Inch Smart LED TV - Full HD HDR with Built-in Receiver - Black,15715.0,21%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA0TNJEDNAFAMZ-62060003&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
Haier,Haier TV 50 Inch 4K UHD Smart QLED with Built in Receiver - Black - H50S80F,19696.0,2%,https://www.jumia.com.eg/customer/account/login/?tkWl=HA144EA37PAETNAFAMZ-215112082&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D1
Samsung,Samsung 65 Inch 4K UHD Smart LED TV With Built-in Receiver - 65DU7000,28100.0,0%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA2ZECCNNAFAMZ-211200885&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
LG,LG 55 Inches 4K UHD Smart TV – AI Processor – HDR10 Pro – webOS – Magic Remote – 55UA85006LA,22949.0,8%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA2NX37ZNAFAMZ-215996318&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Samsung,Samsung 65 Inch TV Crystal Processor 4K LED - Titan Gray - UA65U8000FUXEG,27152.0,9%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA2DXYWJNAFAMZ-215788369&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Samsung,Samsung 65 Inch 4K UHD Smart QLED TV with Built-in Receiver- 65Q60D.,38500.0,0%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA1QD4DVNAFAMZ-211530954&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Haier,Haier 65 Inch 4K UHD Smart LED TV With Built-in Receiver - H65K80EU,24450.0,19%,https://www.jumia.com.eg/customer/account/login/?tkWl=HA144EA24SFVVNAFAMZ-194191469&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Beko,Beko 50 Inches Crystal 8 Smart TV - 4K UHD - Google OS - Dolby Vision - HDR10+,17349.0,17%,https://www.jumia.com.eg/customer/account/login/?tkWl=BE116EA2MLQ75NAFAMZ-215001660&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Samsung,Samsung 55-Inch CU7000 Crystal UHD- 4K - Smart TV - Pur Colors (2023),23999.0,0%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024OT2IV5O0NAFAMZ-167867331&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Samsung,Samsung 43 Inch Full HD Smart LED TV With Built-in Receiver - 43t5300,17500.0,5%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA35UPBJNAFAMZ-211207783&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Haier,Haier LED TV - 50 Inch - Smart 4K UHD - H50K80EU - Black,19875.0,0%,
Samsung,Samsung 65-inch Crystal 4K Smart TV (UA65U8000FUXEG),28405.0,5%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA22QS5ZNAFAMZ-215630772&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
LG,"LG 55 Inch 4K QNED Smart TV with A7 AI Processor 4K Gen8, Dynamic QNED Colour, webOS 25 – 55QNED80A6A",32999.0,11%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA210VLXNAFAMZ-215349918&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Samsung,Samsung 65- Inch QLED 4K Smart TV QA65Q6FAAUXSA,30907.0,3%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA2F8ZNFNAFAMZ-215552888&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Haier,"Haier Smart TV, 65-inch, LED, 4K UHD resolution, with built-in receiver",25900.0,0%,https://www.jumia.com.eg/customer/account/login/?tkWl=HA144EA38Y1ARNAFAMZ-216086694&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
LG,"LG 55 Inch 4K QNED MiniLED Smart TV with A8 AI Processor 4K Gen2, Dynamic QNED Colour, 120 Hz - 55QNED86A6A",38990.0,9%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA1W9ERPNAFAMZ-215349937&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Samsung,"Samsung 43-Inch Smart LED TV, FHD Resolution, Built-in Receiver, Black-Model UA43F6000FUXEG",16224.0,19%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA1WT7W7NAFAMZ-215713587&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
LG,LG 65 Inch Smart UHD AI TV 4K HDR10 webOS 25 Model 65UA84006LB Titan Black,29493.0,2%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA38EC47NAFAMZ-215948179&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Haier,Haier 50-Inch 4K UHD Smart Google TV - Bezel-Less Design - Model H50K80EU,16224.0,19%,https://www.jumia.com.eg/customer/account/login/?tkWl=HA144EA3AQ6HBNAFAMZ-215693276&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
ATA,ATA 55-inch Smart 4K Screen ATA55U0S,16115.0,19%,https://www.jumia.com.eg/customer/account/login/?tkWl=AT933EA23H8UXNAFAMZ-215245061&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Fresh,Fresh TV 60 Inches UHD QLED Smart - 60MUQ433G - 21040,22999.0,5%,
Hisense,Hisense 55A6N UHD 4K VIDAA Smart TV,18999.0,22%,https://www.jumia.com.eg/customer/account/login/?tkWl=HI654EA2VWKLRNAFAMZ-215614641&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Sharp,Sharp 4K Smart Frameless TV 65 Inch 4T-C65FJ16EX,26675.0,11%,https://www.jumia.com.eg/customer/account/login/?tkWl=SH287EA3B2OM1NAFAMZ-212654530&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
ATA,ATA 4K UHD Smart 65 Inch Frameless – ATA65UOS,23500.0,10%,https://www.jumia.com.eg/customer/account/login/?tkWl=AT933EA27CFTNNAFAMZ-215473006&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Sharp,Sharp Smart 4K Frameless TV 75 Inch 4T-C75FJ16EX,39699.0,8%,https://www.jumia.com.eg/customer/account/login/?tkWl=SH287EA2WWL9HNAFAMZ-212654803&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
LG,LG 55 Inch Smart 4K UHD LED TV With Built In Receiver 55UQ75006LG,25143.0,28%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA2OCNENNAFAMZ-215938557&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
ATA,ATA 65 Inch Smart 4K Google TV Screen With Built In Digital Receiver,22097.0,4%,https://www.jumia.com.eg/customer/account/login/?tkWl=AT933EA1VZGO1NAFAMZ-215290266&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Beko,Beko 55 Inches Crystal 8 Smart TV - 4K UHD - Google OS - Dolby Vision - HDR10+,20999.0,19%,https://www.jumia.com.eg/customer/account/login/?tkWl=BE116EA2BY2GXNAFAMZ-215001679&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Haier,Haier TV 50 Inch Smart 4K UHD - LED With Built-in Receiver - H50K80EU,17999.0,5%,
Toshiba,"Toshiba 4K Smart Frameless D-LED 50 Inch TV with Built-In Receiver, Black - 50U5965EA - PROMOTIONS (WE, Shahid VIP and WATCH IT), USB, Ethernet, HDMI (Check before accepting delivery)",18990.0,0%,
Sharp,Sharp Smart 4K Frameless TV 50 Inch 4T-C50FJ16EX,21455.0,11%,https://www.jumia.com.eg/customer/account/login/?tkWl=SH287EA2MS74PNAFAMZ-212653690&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Tornado,Tornado 50-inch Frameless 4K Android TV with Built-in Receiver 50UA5300E,22900.0,0%,https://www.jumia.com.eg/customer/account/login/?tkWl=TO871EA36KAVNNAFAMZ-216086653&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Samsung,Samsung 55 Inch Smart QLED 4K Flat TV Screen Q6F Series QA55Q6FNA,24272.0,3%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA2QFXTNNAFAMZ-215552679&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Tornado,Tornado 4K Smart Frameless QLED TV 65 Inch Built-In Receiver 65QA3400E,33460.0,12%,https://www.jumia.com.eg/customer/account/login/?tkWl=TO871EA27FCODNAFAMZ-215390649&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
ATA,ATA 55-Inch Smart 4K UHD Frameless TV Model ATA55ULS,15952.0,20%,
Hisense,Hisense 55 inch 4K Smart TV UHD 60Hz 55Q6N - Black,21599.0,21%,https://www.jumia.com.eg/customer/account/login/?tkWl=HI654EA2STSY7NAFAMZ-215644660&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Sharp,Sharp 43 Inch Smart Android FHD TV With Google Play Model 2T-C43FG6EX,15571.0,22%,https://www.jumia.com.eg/customer/account/login/?tkWl=SH287EA2SZ157NAFAMZ-215560558&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
TCL,TCL 4K Smart Frameless TV QLED 65 Inch Built-In Receiver 65P7K,31949.0,1%,https://www.jumia.com.eg/customer/account/login/?tkWl=TC917EA2GFYK1NAFAMZ-215169376&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
XIAOMI,XIAOMI TV A Pro 55 2026 - 55-inch Smart TV,21980.0,56%,https://www.jumia.com.eg/customer/account/login/?tkWl=XI606EA2WB72JNAFAMZ-216071072&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
ATA,ATA 55 inch Smart TV Screen 4K UHD,16749.0,4%,https://www.jumia.com.eg/customer/account/login/?tkWl=AT933EA33TGX9NAFAMZ-214555965&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Samsung,"Samsung 43 Crystal UHD 4K Smart LED TV, Crystal Processor 4K, Tizen OS (2025), Black – UA43U8000FUXEG UA43U8000FUXEG black",17999.0,0%,https://www.jumia.com.eg/customer/account/login/?tkWl=SA024EA39S003NAFAMZ-216062324&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
ATA,ATA A 50 inch Smart TV Screen 4K UHD,15499.0,11%,https://www.jumia.com.eg/customer/account/login/?tkWl=AT933EA1QEHPPNAFAMZ-214555925&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D2
Jack,Jack 50-Inch LED Smart Full HD TV Model- 50JD8131F,16224.0,19%,
Sharp,Sharp 43 Inch Smart LED TV Full HD 2T-C43DC6EX,15869.0,0%,
Haier,"Haier H65K80EU – 65"" 4K UHD Smart Google TV – HDR10 – Dolby Audio – Black",25725.0,0%,https://www.jumia.com.eg/customer/account/login/?tkWl=HA144EA2SZZE9NAFAMZ-214644267&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D3
Haier,Haier Smart TV 50 Inch QLED 4K UHD With Built-in Receiver - H50S80EU,21459.0,28%,https://www.jumia.com.eg/customer/account/login/?tkWl=HA144EA2GP3ZFNAFAMZ-194191471&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D3
Sharp,Sharp 55 Inch 4K Ultra HD Smart Google TV Frameless Model- 4T-C55FJ16EX,24599.0,18%,
Sharp,Sharp 4K Smart Deep Chroma Frameless TV 55 Inch 4T-C55FJ16EX,21435.0,14%,https://www.jumia.com.eg/customer/account/login/?tkWl=SH287EA1QN6D9NAFAMZ-214835671&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D3
Sharp,Sharp Smart Frameless TV 4K 50 Inch Built-In Receiver 4T-C50FL6EX,21849.0,13%,https://www.jumia.com.eg/customer/account/login/?tkWl=SH287EA1QE197NAFAMZ-210931558&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D3
LG,LG 55 Inch 4K UHD Smart NanoCell LED TV With Built In Receiver - 55NANO776RA,27000.0,15%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA2ILO0NNAFAMZ-215990522&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D3
Tornado,Tornado 4K Smart Frameless DLED TV 50 Inch 50US4600E,19839.0,9%,https://www.jumia.com.eg/customer/account/login/?tkWl=TO871EA2JDP4FNAFAMZ-215674537&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D3
Hisense,Hisense 55 inch 4K Smart TV UHD 60Hz 55Q7N - Black,24449.0,20%,https://www.jumia.com.eg/customer/account/login/?tkWl=HI654EA21GPZJNAFAMZ-215648602&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D3
Tornado,Tornado 4K Frameless TV 65 Inch Android Built-In Receiver 65UA5300E,28660.0,4%,https://www.jumia.com.eg/customer/account/login/?tkWl=TO871EA2440UDNAFAMZ-214857388&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D3
Tornado,"Tornado TV 55 Inch 4K Smart Frameless QLED Built-In Receiver, Dolby Vision, HLG, Dolby Atmos, Surround Sound, Google TV, Voice Search, Game Mode 55QA3400E",27990.0,0%,
Tornado,Tornado 4K Smart Frameless 55-inch QLED TV with Built-in Receiver 55QS3500E,21939.0,0%,
Beko,"Beko 50 Inch Crystal 4K Smart Google TV, Silver - B50M D 895 A",16999.0,6%,https://www.jumia.com.eg/customer/account/login/?tkWl=BE116EA2XAE0TNAFAMZ-212470222&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D3
Sharp,Sharp 4K Smart Frameless 55-inch TV with Built-in Receiver 4T-C55FL6EX,25699.0,0%,
Tornado,Tornado 4K Smart Frameless TV 65 Inch Built-In Receiver 65UA3400E,28067.0,9%,https://www.jumia.com.eg/customer/account/login/?tkWl=TO871EA2ZYRVJNAFAMZ-215913597&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D3
Sharp,Sharp 50 Inch 4K Smart TV – Frameless – Google TV 4T-C50FJ16EX,21880.0,19%,https://www.jumia.com.eg/customer/account/login/?tkWl=SH287EA2I0SEBNAFAMZ-215780326&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D3
Tornado,"Tornado TV 50 Inch 4K Smart Frameless Built-In Receiver DLED, Dolby Vision, HDR10, Dolby Atmos,ALLM 50US3500E",20990.0,0%,
LG,LG 50 Inch 4K UHD Smart LED TV with Built In Receiver - 50UA84006LB,21999.0,12%,https://www.jumia.com.eg/customer/account/login/?tkWl=LG178EA204V2JNAFAMZ-215892727&return=%2Felectronic-television-video%2F%3Fprice%3D15000-40000%26page%3D3
TCL,TCL 43 Inch Smart Google TV FHD HDR 10 Slim Design Model -43S5K,16441.0,18%,
